在职总月数,每月平均使用分钟数,平均未接语音呼叫数,是否流失
23,133,12,0
13,192,0,1
28,47,1,1
24,930,31,0
17,396,18,0
9,668,68,0
6,0,0,1
9,28,2,0
10,1333,89,1
24,2,0,0
10,1396,44,0
11,671,7,0
19,97,10,0
35,682,94,0
11,156,10,1
16,1256,56,0
31,1279,64,1
15,609,20,0
20,2,0,1
19,292,22,1
34,335,24,0
14,226,20,0
16,1935,97,0
22,303,16,0
17,807,40,1
14,327,27,0
20,903,71,1
13,630,72,1
14,396,23,0
12,121,11,1
14,71,7,1
7,605,6,0
32,167,0,0
11,0,0,1
31,41,2,1
25,130,3,1
27,260,16,1
14,81,5,1
16,33,3,1
14,146,0,1
10,284,17,0
18,370,109,0
14,329,10,1
7,212,24,1
31,0,0,1
24,386,14,0
7,97,4,0
20,5,0,0
12,863,1,1
7,507,14,1
17,292,37,1
13,41,2,1
11,915,19,1
11,167,6,0
21,515,33,0
18,3466,77,1
34,315,35,1
18,550,16,0
46,398,30,1
23,934,38,0
11,962,33,1
21,74,15,0
12,416,13,1
22,645,35,0
11,302,24,0
22,155,14,1
20,626,84,0
12,746,18,0
34,248,15,0
31,890,47,0
19,1768,75,0
12,32,0,1
9,371,22,0
17,756,35,1
7,2536,117,1
7,428,37,0
29,550,33,0
20,1161,56,1
13,587,64,0
12,324,26,0
9,13,1,0
21,639,27,1
19,268,12,1
12,869,48,1
11,899,49,0
20,918,68,1
13,281,28,0
30,803,76,0
26,534,20,1
27,1204,73,0
23,477,16,1
9,182,2,0
24,627,44,1
16,367,9,0
21,418,20,0
11,1711,59,1
11,397,7,1
16,557,23,1
8,858,37,1
11,201,5,1
8,1145,70,0
21,657,30,1
53,3209,142,0
26,323,31,0
8,18,4,1
20,389,52,0
15,188,12,0
7,786,17,1
11,949,23,1
12,554,0,1
19,217,0,0
11,352,68,1
14,342,22,0
20,121,6,0
16,753,36,0
26,628,19,1
20,17,1,1
12,970,16,0
19,392,7,1
26,51,5,0
12,546,43,1
53,404,20,1
17,561,15,1
9,860,26,0
20,238,21,0
22,77,3,1
13,201,4,0
9,68,15,0
28,591,19,0
29,0,0,1
11,363,56,0
11,68,0,1
20,48,0,1
19,34,0,1
23,644,28,0
41,317,15,1
33,467,2,0
17,96,3,1
12,268,18,0
16,642,51,0
13,562,38,1
22,376,27,0
18,840,48,0
17,227,16,1
13,1012,24,0
12,2160,44,0
19,177,0,0
11,1234,56,1
18,65,1,0
15,0,0,1
23,222,14,0
18,112,15,1
11,449,28,1
13,397,7,0
33,926,49,1
20,0,0,1
15,341,3,0
31,388,17,1
14,640,36,1
14,159,8,0
16,198,16,0
9,0,0,1
11,252,2,1
23,139,2,1
18,592,23,1
26,165,6,0
11,76,3,1
20,226,15,1
12,14,0,1
10,1184,39,1
32,1432,57,0
14,801,167,0
18,100,5,0
9,977,50,1
19,1096,66,0
23,59,1,1
12,415,8,0
23,457,34,1
17,511,46,0
11,5,0,0
31,766,43,0
15,439,13,0
30,59,0,0
10,412,24,0
43,779,33,1
15,457,8,1
14,1902,37,0
13,0,0,1
22,80,6,0
13,186,7,1
41,-1,0,1
17,361,16,0
13,494,22,0
21,624,47,1
21,839,139,0
12,40,7,1
27,440,28,0
15,1149,30,0
35,855,73,1
14,1072,88,0
21,170,7,0
35,321,26,0
22,7,0,1
11,1970,207,1
18,411,23,0
39,1231,57,0
11,363,27,1
8,289,8,0
25,1055,55,0
12,83,9,1
31,-1,9,1
8,811,48,0
21,1261,47,1
9,358,5,1
18,810,22,1
37,191,4,0
6,2113,104,0
16,80,4,0
19,156,5,0
29,55,3,0
21,314,15,1
11,391,42,1
20,121,5,1
16,581,31,0
29,113,3,1
8,1187,149,0
27,336,10,1
17,15,1,1
32,222,11,0
10,922,38,1
22,860,0,0
12,141,0,1
8,1289,7,0
21,282,4,0
7,321,6,0
24,1808,144,0
11,644,55,1
13,1871,84,0
17,395,29,1
22,428,7,1
20,619,32,0
34,16,2,0
11,1669,14,1
18,221,16,0
12,68,0,1
26,157,22,1
10,908,46,0
12,749,25,1
7,85,10,0
11,927,51,1
23,0,0,1
19,1580,83,0
22,231,7,1
22,1596,169,1
17,767,32,1
20,56,4,1
25,136,23,1
8,237,5,1
31,659,0,1
42,102,16,1
15,787,42,0
18,1042,96,1
14,189,14,1
38,8,3,1
50,410,12,1
24,77,8,1
15,31,0,0
16,392,10,1
16,811,96,0
19,1144,66,1
27,80,4,1
21,98,13,0
11,640,23,0
16,393,16,0
8,840,110,1
14,297,35,1
12,263,27,1
45,0,0,1
27,318,13,1
16,274,3,1
9,1894,141,1
23,549,23,1
8,354,0,0
28,243,21,0
10,369,28,0
25,79,5,1
15,397,80,0
24,631,42,1
33,287,14,1
20,205,10,1
13,472,48,0
12,814,5,0
16,317,6,0
10,959,74,1
9,0,0,0
24,538,23,0
15,308,14,1
21,29,14,1
21,230,17,0
20,620,65,1
31,984,0,0
29,1580,60,0
22,1079,36,1
9,688,34,0
12,867,70,1
11,346,16,1
8,2908,29,0
24,156,9,1
50,712,59,0
19,114,3,0
33,34,0,1
25,167,16,0
11,1455,28,1
7,67,13,0
15,682,29,1
30,214,3,1
17,515,45,1
11,433,20,1
36,650,14,0
10,71,2,0
16,389,7,1
26,175,5,0
40,13,0,0
20,794,23,1
20,390,31,0
25,468,29,1
16,228,6,1
36,72,1,0
13,88,4,1
24,213,9,0
25,359,40,0
11,338,5,1
46,496,31,0
22,404,11,1
14,729,30,1
16,0,0,1
27,538,38,1
17,125,11,0
20,793,16,0
16,1351,70,1
20,1039,41,0
19,68,4,0
12,863,16,1
28,39,4,0
16,556,16,0
25,95,13,0
31,25,1,1
11,492,24,0
34,476,21,0
12,461,57,0
11,633,26,0
23,825,18,1
35,17,0,0
29,506,50,1
8,1482,93,0
12,412,28,1
32,165,13,1
10,251,18,0
14,46,5,0
24,52,1,0
29,577,27,1
21,1927,195,0
34,429,13,1
18,70,2,1
24,361,15,1
10,547,0,1
18,177,23,0
13,1458,71,1
23,193,16,1
49,340,19,1
12,669,19,0
45,1456,138,1
47,720,28,1
13,419,38,0
9,1272,31,0
17,12,0,1
9,844,34,0
39,682,21,1
30,578,32,0
19,117,17,1
10,463,34,1
9,635,25,1
20,727,43,0
16,92,8,1
31,351,20,0
17,197,0,0
11,563,0,0
24,522,6,0
11,928,11,1
21,447,9,1
20,112,1,1
32,272,4,1
27,144,2,1
7,107,9,1
16,233,9,1
22,320,24,1
32,229,12,1
11,469,21,1
25,154,3,1
50,1401,80,0
11,359,103,1
33,33,4,1
35,76,5,1
11,1165,79,1
11,1307,113,1
11,5,0,1
8,2885,136,0
14,544,20,0
7,367,73,0
10,780,19,0
10,647,65,1
31,9,0,0
9,823,35,1
20,80,2,0
22,7,2,1
21,556,26,0
21,727,23,1
12,19,1,0
45,886,71,0
11,259,0,0
29,856,71,0
16,1788,81,0
27,1751,30,0
8,279,14,0
22,514,18,0
14,452,39,1
20,638,23,1
19,554,6,0
16,299,51,1
18,379,15,0
15,104,21,0
11,570,41,1
9,106,10,0
12,203,17,1
14,406,35,1
21,300,19,0
20,193,14,1
10,198,8,1
13,963,35,0
49,174,3,0
42,693,25,0
15,648,74,1
18,225,10,1
33,1384,31,0
12,245,5,0
11,282,16,0
13,526,18,1
24,398,23,1
20,737,8,0
20,633,27,0
8,262,0,0
22,333,0,1
12,580,33,0
23,115,13,1
9,424,19,0
11,1084,23,1
20,123,5,0
19,118,4,1
9,584,61,1
16,203,14,1
49,1054,44,0
20,1429,70,1
21,156,3,0
18,8,1,1
11,2734,151,0
30,409,23,1
25,169,8,1
16,661,55,1
31,358,52,1
19,137,14,0
6,849,39,0
32,383,22,0
12,233,23,0
11,16,0,1
12,187,10,1
22,489,21,1
16,28,0,1
15,164,4,1
31,822,65,1
16,537,60,1
14,503,23,0
15,244,14,1
7,363,23,0
36,183,15,0
18,217,8,0
11,538,61,1
22,445,21,0
11,1043,118,1
9,641,67,0
11,218,7,0
12,302,0,0
29,0,0,1
14,142,6,0
8,55,0,1
20,391,0,1
9,2369,141,0
7,105,7,0
54,1044,174,0
23,387,6,1
17,564,30,0
23,121,5,0
10,220,15,0
24,869,10,1
26,43,1,0
6,714,34,1
17,489,17,0
32,13,0,1
10,513,26,0
11,99,4,1
10,1594,30,1
7,420,35,0
9,633,90,0
9,321,0,0
7,530,72,0
10,236,16,1
28,57,21,1
35,839,12,1
17,640,15,0
8,471,21,0
26,400,19,0
32,1837,106,0
22,774,45,0
15,306,11,1
10,538,31,0
24,385,9,1
11,100,13,1
8,1595,38,0
18,798,32,0
12,415,33,0
29,0,0,0
37,28,5,1
11,324,11,1
12,76,2,0
12,397,38,0
29,92,3,0
17,536,20,0
37,616,24,0
14,51,9,0
18,2656,228,0
13,1016,20,1
9,307,20,0
14,82,3,0
20,718,5,0
14,258,17,0
13,324,46,1
12,150,4,0
46,494,12,0
8,1034,0,1
11,769,56,1
17,16,0,1
17,386,35,0
18,2012,117,0
33,194,20,0
7,251,8,0
21,8,2,0
13,677,26,1
12,0,1,1
20,2029,158,0
17,360,22,0
16,116,0,1
15,187,4,1
16,784,59,0
14,607,23,1
29,17,10,1
9,690,60,0
15,46,0,1
16,1026,31,0
14,1492,60,0
17,1318,35,0
35,842,43,0
18,281,9,1
18,853,96,1
7,865,33,1
10,266,0,1
12,304,9,0
10,533,0,1
21,46,1,0
15,854,49,1
18,268,38,1
15,410,3,1
47,487,5,0
6,1497,43,1
7,673,18,1
46,457,23,0
21,165,6,1
33,834,94,1
15,235,12,1
15,665,57,0
8,329,0,0
7,262,5,0
13,46,2,0
42,407,27,0
20,739,65,1
13,376,0,0
24,85,2,0
13,23,0,0
7,97,1,0
27,23,0,1
22,313,14,1
27,374,10,0
17,1468,133,1
8,1473,63,0
12,253,22,1
24,417,8,1
29,399,17,1
19,197,17,1
14,738,22,0
19,2337,367,1
19,378,9,0
7,294,32,0
21,340,50,0
10,141,45,0
12,1613,77,1
13,659,20,0
17,234,18,0
16,163,7,1
19,465,79,1
9,505,0,0
25,366,25,1
14,106,8,0
24,508,37,0
13,87,6,1
23,1557,135,1
26,132,6,1
10,1172,44,0
21,195,33,1
29,15,0,1
24,371,22,1
9,196,9,0
41,154,12,0
33,5,0,1
7,475,27,0
6,856,35,0
32,378,13,0
23,106,12,0
12,338,6,0
12,318,18,1
6,833,80,1
16,484,12,1
10,1135,89,0
22,397,11,1
22,398,20,1
13,1144,70,0
11,837,0,1
18,95,0,1
16,415,25,1
32,37,5,0
6,945,91,0
45,2156,81,0
26,52,3,1
19,67,5,0
29,152,7,1
10,557,129,0
20,78,4,1
42,275,0,0
13,695,11,0
6,2216,134,0
21,84,2,1
8,270,8,0
22,49,3,1
11,719,26,0
20,116,15,0
12,322,18,1
23,874,59,0
17,645,85,1
42,1053,32,0
12,264,14,0
12,15,0,1
20,249,13,0
18,1539,45,1
35,63,4,0
42,907,26,0
27,825,24,1
10,463,24,1
13,692,70,1
14,226,22,1
25,836,91,1
7,190,3,0
34,556,13,0
16,108,4,0
8,174,7,0
20,289,27,1
33,302,31,0
17,-1,0,1
17,81,4,0
11,100,0,0
35,594,90,1
15,357,84,1
11,102,2,1
11,484,0,1
20,159,6,0
12,406,49,1
32,215,11,0
12,134,24,1
10,88,7,0
16,242,5,0
23,228,3,1
16,1074,59,1
25,586,46,0
13,76,1,0
33,346,25,0
23,1149,79,1
11,584,8,1
16,677,18,1
24,25,3,1
46,981,24,0
11,875,46,0
11,151,5,0
41,219,3,0
17,516,24,1
26,133,3,1
11,1,0,1
13,0,0,1
13,677,31,1
20,1742,82,1
15,422,26,1
12,1048,107,0
12,134,31,1
17,302,33,1
15,432,28,1
11,273,18,0
20,702,16,1
21,208,24,1
12,77,1,1
15,619,21,1
12,504,13,1
12,961,89,0
20,436,10,1
35,0,0,1
6,1112,38,0
22,-1,0,1
7,242,8,1
23,432,6,0
10,736,25,0
19,732,19,1
10,237,0,1
17,6,0,0
11,38,8,1
25,1006,69,1
11,1115,96,1
16,197,12,0
20,927,102,1
7,1073,39,1
25,247,21,0
11,53,0,1
11,433,42,0
23,225,14,1
29,672,28,0
13,0,0,1
20,449,11,1
32,588,20,0
15,81,5,0
20,732,19,0
30,110,14,0
12,68,0,1
16,881,55,0
11,558,25,0
16,33,6,1
13,262,35,1
17,519,0,1
10,2352,59,0
16,207,18,0
8,687,45,0
17,786,76,1
18,1477,52,1
30,157,46,1
19,536,0,0
12,197,19,1
29,100,3,1
11,1406,31,1
48,13,2,1
29,214,11,0
13,395,22,1
11,102,12,1
27,603,58,0
31,531,26,0
14,250,2,0
24,676,1,1
27,505,10,1
10,182,2,0
13,461,3,0
9,871,18,1
45,394,21,1
39,1084,71,1
10,354,5,0
10,386,14,0
11,395,28,1
27,1319,51,0
8,1619,34,1
16,29,1,1
26,280,14,0
10,410,50,1
18,1600,172,0
8,560,29,0
12,1849,161,1
19,95,5,0
8,1111,25,1
37,126,8,0
47,39,0,1
23,834,32,1
28,673,39,0
11,25,0,1
34,303,17,1
11,1415,91,1
7,374,16,1
19,1141,35,0
7,262,14,1
35,59,0,0
13,944,29,0
25,94,2,1
16,23,2,1
13,141,6,0
17,70,2,1
17,1644,65,1
9,217,8,0
57,53,4,0
30,21,0,1
20,27,3,0
12,772,47,1
12,906,38,0
11,138,9,0
27,365,44,0
10,352,10,0
21,225,11,1
13,534,12,0
36,1141,237,1
7,1121,11,1
11,169,12,0
18,186,11,0
8,413,19,0
21,72,8,1
17,133,7,0
19,367,13,1
26,293,19,0
20,260,16,1
11,364,32,0
16,291,16,0
7,1321,57,0
13,218,27,1
12,477,20,1
13,273,59,0
15,461,0,1
11,737,64,0
14,438,22,1
10,301,0,1
30,492,20,1
36,440,17,1
23,380,6,1
11,152,15,1
17,964,31,0
33,55,1,0
25,402,19,1
13,547,22,0
36,620,8,0
9,695,61,0
13,4,0,0
14,26,0,0
8,0,0,1
20,225,51,0
24,196,16,1
26,131,15,1
6,1067,153,1
12,405,21,1
32,22,4,0
6,61,6,1
9,600,18,0
17,819,32,0
13,2402,111,1
11,1348,221,0
30,444,68,0
31,234,6,0
31,45,1,1
11,845,46,1
32,383,13,1
11,182,9,0
11,729,81,1
35,625,21,1
19,240,3,0
8,835,0,0
19,600,17,1
14,595,14,1
14,2109,35,0
17,389,17,0
14,502,16,0
12,19,0,0
23,309,19,1
11,416,39,1
8,44,1,0
24,347,39,0
18,664,20,1
43,401,16,1
9,731,111,0
19,0,0,1
9,624,48,0
22,323,19,0
17,184,6,0
6,743,125,0
23,674,19,0
13,223,16,1
10,439,18,0
17,645,40,0
17,93,6,1
13,807,46,0
21,130,5,0
11,79,1,1
9,40,12,0
13,68,2,1
16,543,123,1
11,1162,0,1
31,24,0,0
21,589,23,1
17,943,57,1
16,565,89,1
23,274,22,1
11,798,56,1
7,36,3,1
7,418,57,1
10,423,0,0
7,455,51,0
22,636,39,1
14,194,36,1
11,216,0,0
39,66,7,0
26,239,18,0
16,386,0,1
21,579,22,1
23,284,11,0
12,586,58,1
32,192,19,0
11,140,10,1
30,271,10,1
29,5,1,0
13,221,5,0
10,1543,90,0
27,2247,200,0
9,40,0,1
15,1353,27,1
11,357,15,1
15,767,24,1
7,384,16,0
24,138,3,0
21,111,15,1
29,65,4,0
27,166,1,0
18,418,30,0
15,311,11,0
25,2,0,0
14,320,0,1
39,2644,259,0
13,1203,51,0
7,420,41,1
14,469,21,0
14,635,13,0
11,194,3,1
35,330,40,0
9,1361,16,0
6,1400,63,1
34,19,2,1
21,500,59,1
6,428,16,0
12,76,2,0
17,361,0,0
25,894,63,1
24,194,12,1
11,932,82,1
13,344,18,1
12,219,17,1
11,265,22,1
17,438,0,0
22,84,2,0
27,1212,195,1
14,544,26,0
12,1251,67,0
7,1078,48,0
15,138,11,1
22,51,4,1
19,622,17,1
6,248,11,0
34,36,5,1
16,1080,19,0
9,542,46,0
9,1354,62,0
22,402,21,1
11,315,20,1
13,1732,95,0
11,1276,0,0
6,1473,54,0
13,333,4,0
12,36,0,0
13,1199,59,0
15,319,38,1
23,206,7,1
12,887,42,1
19,615,30,1
10,697,63,0
10,926,10,1
12,458,28,1
11,57,1,0
31,469,14,0
13,88,7,1
16,480,28,0
9,249,0,0
18,323,10,0
39,621,58,0
16,199,13,0
22,248,4,0
21,64,3,0
14,867,18,0
23,813,30,0
28,135,9,1
9,968,136,0
17,295,37,1
16,862,22,1
10,351,0,0
24,0,0,1
12,335,18,1
43,291,3,0
11,616,58,0
7,179,8,0
9,83,0,0
34,213,17,0
12,537,36,1
13,232,3,1
15,880,31,0
11,374,16,1
26,107,4,0
15,874,2,0
32,243,19,0
21,230,16,1
14,1204,49,1
16,125,5,0
19,219,6,0
25,71,8,1
33,286,1,0
28,71,7,1
10,257,20,0
10,1149,62,0
18,142,5,0
25,437,36,1
48,497,28,1
28,181,12,0
28,-1,0,1
8,5,1,1
41,1207,57,0
11,229,20,1
33,309,10,0
19,205,16,0
11,777,38,0
30,677,28,0
35,1902,193,0
9,921,44,0
11,396,0,1
27,27,2,1
24,159,12,0
8,114,1,0
7,436,42,1
25,214,18,1
19,161,9,1
8,321,32,0
12,332,30,0
33,227,9,0
6,547,22,0
14,59,0,0
14,1193,120,1
9,1403,11,1
10,170,22,0
20,441,19,1
25,94,3,0
20,341,23,0
9,692,31,0
24,385,28,0
13,123,1,0
8,931,24,0
29,173,16,0
23,335,25,1
23,585,33,0
22,248,11,0
13,33,12,0
15,433,4,0
36,927,106,0
11,557,12,0
29,17,2,0
25,594,19,1
22,307,15,1
8,2016,176,0
20,1207,56,1
10,378,39,0
20,491,55,1
22,1826,30,1
27,1589,43,1
17,382,41,1
18,580,41,1
17,1000,49,1
41,21,2,0
23,118,6,1
15,965,28,0
42,812,45,1
39,146,15,1
23,165,11,1
19,690,26,1
11,115,6,1
26,708,34,1
12,204,10,1
19,74,2,1
20,87,4,0
12,106,13,0
22,131,14,1
7,135,25,0
11,722,42,0
10,474,0,1
27,2277,77,0
19,455,22,0
33,184,7,0
22,73,5,0
23,712,59,1
29,1941,62,1
13,1011,67,1
12,528,68,0
16,554,18,1
23,661,26,0
11,14,0,0
17,1054,130,0
38,25,1,1
19,709,28,1
24,1082,23,0
7,733,17,1
24,116,6,0
13,581,27,1
30,794,62,0
12,248,19,0
37,398,30,1
16,855,29,1
17,199,16,1
7,1550,99,1
14,1259,49,0
15,936,116,0
13,226,20,1
31,691,38,0
24,246,12,1
27,14,0,1
7,297,22,0
9,203,17,0
12,117,1,0
7,537,24,1
7,362,15,0
12,2312,265,1
6,2,1,0
21,168,18,1
17,45,3,1
23,1,1,0
28,0,0,1
30,1035,55,0
25,248,19,0
33,357,20,1
17,67,12,0
8,928,85,0
19,667,8,1
7,162,35,0
29,936,18,0
20,458,36,1
33,1607,28,1
29,1047,83,0
24,399,9,1
33,291,11,1
25,368,18,1
24,1979,111,1
24,43,4,1
26,313,15,0
27,1997,135,1
34,115,2,1
19,590,32,1
31,352,18,0
29,24,0,1
28,230,6,1
11,815,0,0
22,845,24,1
13,110,3,0
15,0,0,1
24,484,23,0
11,4,0,1
11,78,12,0
21,1953,108,1
36,35,4,0
22,187,6,1
13,807,30,1
31,18,1,1
40,360,43,0
13,393,23,1
11,398,23,1
26,306,13,0
7,592,10,0
17,429,21,1
21,313,18,0
30,273,14,0
20,2,0,1
7,374,12,0
14,124,0,0
19,298,20,0
18,1310,18,0
12,1176,39,1
23,80,10,1
17,1406,53,0
21,155,3,1
32,203,13,1
12,466,40,0
17,569,27,1
10,1106,17,0
8,106,3,1
14,237,7,1
11,202,8,0
17,325,5,1
25,386,5,0
13,134,0,0
33,289,9,1
18,297,37,1
13,307,19,0
7,1814,275,0
24,324,23,1
15,199,15,0
8,1989,42,1
11,663,39,1
15,1776,65,1
21,189,2,0
21,1864,172,0
12,277,33,1
16,1576,79,0
12,642,0,1
22,758,4,1
31,1499,130,0
11,656,18,0
18,676,33,0
20,175,6,0
29,871,15,1
42,427,8,1
8,506,42,0
10,207,3,1
22,739,39,1
10,1773,48,0
25,0,0,1
17,507,29,1
22,107,8,0
20,852,47,1
17,269,10,1
21,1229,118,0
25,89,5,0
9,1373,35,0
23,344,23,0
7,159,4,0
7,355,37,0
17,117,2,1
13,440,3,1
25,544,41,1
16,606,9,1
21,1271,17,1
37,5,1,1
17,123,4,0
28,442,22,1
18,654,41,1
25,284,28,0
19,259,4,0
14,515,12,1
25,92,1,1
12,380,7,0
27,15,2,0
12,129,6,1
26,452,10,1
23,143,6,1
13,563,22,1
28,1088,30,0
10,335,0,0
24,110,8,0
8,880,19,0
20,114,10,0
11,151,20,1
18,190,11,0
12,355,13,0
7,535,17,0
11,1341,0,1
9,10,0,1
16,27,0,0
10,111,5,0
11,1752,30,1
16,118,0,0
28,114,7,1
30,0,0,1
18,5,0,1
30,448,18,0
21,49,3,0
12,118,4,1
11,426,36,1
29,-1,10,1
11,51,4,1
23,349,19,1
16,947,5,0
7,15,0,0
24,256,4,0
12,557,70,1
32,380,14,1
13,874,21,0
34,138,0,0
7,38,0,0
32,443,30,0
42,6,0,1
27,270,20,0
8,55,0,0
12,564,0,1
19,189,12,1
11,748,59,1
10,69,6,0
11,157,3,0
22,186,7,1
12,993,37,1
25,356,4,0
21,11,0,0
11,695,136,0
35,344,17,0
20,12,0,1
33,163,10,0
21,192,13,0
16,151,21,1
18,258,3,0
45,41,4,1
13,447,31,1
12,232,12,0
10,1292,211,0
25,1267,58,0
11,506,62,1
21,193,2,1
11,375,54,0
31,163,12,0
9,1497,136,0
13,447,35,1
18,171,10,1
9,182,17,0
22,65,5,0
14,564,0,1
12,51,0,1
15,150,17,0
11,1174,15,1
12,583,35,1
10,118,1,1
16,4,0,0
7,234,68,0
23,608,32,0
16,202,32,1
11,30,1,1
18,155,6,1
11,389,29,1
11,167,12,1
20,77,3,0
7,56,1,0
18,400,38,0
7,961,16,1
19,7,3,0
8,972,29,1
20,313,10,0
15,35,9,1
14,72,4,1
29,8,1,0
8,728,0,0
14,89,3,1
13,823,39,0
18,156,23,1
23,450,8,1
32,46,2,0
25,381,40,0
15,367,128,1
13,0,0,1
35,666,17,0
12,819,78,0
8,340,31,0
8,488,99,0
22,770,47,1
29,1718,124,0
10,771,28,0
24,447,6,1
7,360,6,0
7,692,27,1
32,338,21,0
13,116,8,1
15,0,0,0
11,152,26,1
12,15,1,1
21,1004,60,1
12,371,13,0
11,523,37,1
8,512,14,1
10,438,22,0
9,558,44,1
34,45,8,0
21,1070,57,1
8,1175,24,0
31,1070,80,1
25,32,0,0
28,432,22,1
9,1101,25,0
58,101,4,0
8,15,2,1
19,127,2,0
24,1182,47,1
11,5,0,0
20,91,1,1
16,0,0,1
13,515,20,0
9,320,29,0
32,86,6,1
21,16,0,1
23,179,19,1
44,65,6,1
46,136,18,1
24,436,10,1
14,79,60,0
20,353,26,0
29,610,26,0
10,458,11,1
32,95,10,0
17,952,44,1
19,201,10,1
15,1052,26,0
10,88,6,1
23,76,5,1
9,1699,91,1
33,645,40,0
13,706,37,0
12,187,5,0
34,544,41,0
9,49,4,0
15,532,45,0
33,514,64,0
11,79,0,1
33,341,22,1
13,1040,54,1
13,251,1,1
21,80,4,0
25,1453,49,1
18,138,4,0
24,696,45,0
12,7,0,1
16,94,2,0
6,486,15,0
30,713,30,1
19,139,8,0
14,1063,87,0
20,545,19,0
11,315,14,0
8,116,15,0
6,511,29,0
9,396,42,1
12,47,2,1
17,82,8,0
13,601,0,0
29,-1,14,1
30,54,8,1
23,31,4,0
33,245,20,0
12,410,13,1
19,719,47,0
26,47,3,1
16,68,0,1
16,493,1,1
7,527,22,0
13,321,19,0
30,245,18,1
17,533,17,0
12,72,6,1
10,509,25,1
30,665,58,1
37,99,15,0
7,101,12,0
33,180,2,1
12,505,0,0
17,178,1,1
31,156,4,0
41,965,66,0
13,909,27,0
14,324,4,1
13,43,1,1
12,236,19,1
28,336,13,0
13,74,0,0
21,2510,181,0
7,199,8,0
20,125,17,1
14,4,0,1
6,1659,44,1
9,475,23,1
14,309,12,0
21,293,7,1
24,156,3,1
10,800,0,0
14,513,27,1
27,460,1,0
15,433,16,0
18,109,3,1
16,604,19,0
17,513,21,0
23,839,58,1
12,395,9,1
8,110,5,0
16,538,29,0
10,303,11,0
14,81,3,1
28,22,2,0
13,847,59,1
15,414,31,0
27,238,7,0
12,0,0,1
7,439,5,1
14,2656,193,1
34,1038,79,0
9,68,0,1
18,303,20,1
11,289,10,1
12,447,66,1
11,631,20,1
12,59,10,0
14,336,26,1
19,175,3,1
27,417,9,1
8,1613,25,0
10,1154,58,1
16,1001,59,1
24,500,25,1
11,645,32,1
9,33,3,0
49,2316,59,0
40,375,29,0
17,100,6,0
14,145,11,1
18,1090,19,0
12,404,12,0
32,155,5,0
12,2858,86,0
9,530,0,1
12,785,66,1
10,524,33,1
14,1594,54,1
13,529,29,0
15,106,6,1
8,408,12,0
24,348,13,0
15,358,18,0
42,873,41,1
9,108,3,0
12,324,11,1
24,545,42,1
50,1093,40,0
23,75,2,0
17,250,7,1
10,199,15,1
6,379,14,0
21,174,17,0
10,208,8,0
20,1012,18,0
26,111,12,1
11,1066,26,1
24,251,9,1
16,888,37,1
28,690,61,0
16,60,2,1
7,0,0,0
11,56,11,1
21,57,3,0
26,487,31,1
18,1077,67,1
22,196,15,0
31,725,73,0
12,363,25,0
7,582,35,1
11,159,20,1
6,348,14,0
12,424,20,1
22,159,1,1
17,35,7,1
45,730,25,0
10,1696,77,0
25,241,4,0
10,1528,4,1
47,339,14,0
14,373,0,1
28,174,8,1
12,336,23,1
25,1001,15,1
9,202,14,1
8,451,22,0
23,90,3,1
14,1796,72,1
14,1700,49,0
15,348,0,0
7,757,79,1
11,60,0,1
14,405,61,1
12,400,20,1
20,275,8,1
18,27,4,0
24,92,4,1
12,284,6,0
16,330,4,0
15,1027,42,1
22,1544,18,1
7,76,16,0
46,280,11,0
20,593,128,0
11,262,6,1
30,127,11,1
30,312,5,0
27,109,5,0
12,526,1,1
27,16,2,0
8,482,64,1
24,77,9,1
26,975,63,1
12,303,38,1
11,545,46,1
10,1069,50,0
24,622,26,0
14,53,0,0
16,101,13,0
23,223,27,1
10,219,15,0
9,319,8,0
14,264,16,1
13,176,12,1
26,273,17,1
21,1551,63,0
17,1202,39,0
13,1136,35,0
10,184,7,1
23,322,68,0
17,449,45,1
24,695,37,0
22,290,5,0
34,30,3,1
25,673,33,1
13,211,23,1
32,453,4,1
17,243,8,0
19,175,5,0
7,318,16,0
39,569,33,1
11,131,12,1
19,1656,38,1
40,360,15,1
24,340,15,1
13,1568,47,1
47,4,0,1
13,163,4,0
11,273,30,0
9,765,15,0
10,921,38,1
31,97,10,0
17,37,0,1
31,66,18,1
19,98,21,1
23,785,30,1
10,563,35,1
33,223,74,1
28,421,19,1
14,1,0,0
19,375,14,1
16,43,2,0
26,142,7,0
33,14,0,0
25,300,18,0
19,263,25,0
12,713,54,0
13,90,0,0
19,575,21,1
28,169,7,0
26,0,0,1
13,919,15,1
41,165,5,0
9,150,1,0
11,185,8,0
18,89,13,1
19,743,55,0
35,526,39,0
11,377,9,1
7,939,1,0
35,86,4,0
19,223,5,1
9,324,9,0
9,216,28,0
17,199,10,1
16,464,12,1
28,405,77,1
12,34,1,1
10,953,77,0
7,585,46,1
7,114,21,0
7,29,4,0
23,6,0,0
26,20,4,0
8,86,0,0
30,6,0,1
9,140,2,0
31,140,10,1
24,504,37,1
11,874,29,0
11,257,10,0
11,415,12,1
25,58,3,0
23,185,8,1
9,914,118,0
44,1174,151,1
12,598,28,1
11,72,0,1
10,937,32,0
13,1145,54,1
10,108,3,1
30,156,9,0
17,23,1,1
11,528,11,1
13,523,36,0
24,133,14,0
25,462,25,0
17,22,1,1
